HANNOVERMESSE 2026 - Exhibitors
Hit type;Exhibitor;Country;Zip Code;City;Federal State;CCI District;Company website;Booth;Exhibitor presentation
Exhibitor;mygreentop UG (haftungsbeschränkt);Germany;58840;Plettenberg;North Rhine-Westphalia;;http://www.mygreentop.de;"Hall 11, Stand D30";https://www.hannovermesse.de/exhibitor/mygreentop/N1609704;
Exhibitor;Mztec - Servicos em Tecnologia Ltda;Brazil;86800-030;Apucarana PR;;;https://www.qualitystorm.com/en/index.html;"Hall 11, Stand D55";https://www.hannovermesse.de/exhibitor/mztec-servicos-em-tecnologia/N1608990;
Exhibitor;M2I Corporation;Korea, Republic of;14055;Anyang-si;;;http://www.m2i.co.kr;"Hall 27, Stand H71";https://www.hannovermesse.de/exhibitor/m2i/N1509681;
Exhibitor;M2M Tech Inc.;Canada;;Surrey, BC V3R 8X8;;;http://www.m2mtechconnect.com;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/m2m-tech/N1612389;
Exhibitor;M&M Software GmbH;Germany;78112;St. Georgen;Baden-Wurttemberg;;https://www.mm-software.com;"Hall 15, Stand D36";https://www.hannovermesse.de/exhibitor/m-m-software/N1546768;
Exhibitor;NaMeiTECH (Shenzhen) Manufacturing Intelligent Technology Co., Ltd.;China;518108;Shenzhen;;;https://www.nameitech.com;"Hall 27, Stand F05";https://www.hannovermesse.de/exhibitor/nameitech-shenzhen-manufacturing/N1610041;
Exhibitor;NaMei XinYu (Zhongshan) Trading Co., Ltd;China;528437;Zhongshan;;;http://www.nameitech.com;"Hall 27, Stand F05";https://www.hannovermesse.de/exhibitor/namei-xinyu-zhongshan-/N1612615;
Exhibitor;Nanjing Duolian Friction Materials Co., Ltd;China;211134;Nanjing;;;http://www.njduolian.com;"Hall 17, Stand E85";https://www.hannovermesse.de/exhibitor/nanjing-duolian-friction-materials/N1611840;
Exhibitor;Nanjing GOVA Technology Co., Ltd.;China;210046;Nanjing;;;http://www.govagroup.com;"Hall 27, Stand K58";https://www.hannovermesse.de/exhibitor/nanjing-gova-technology/N1566206;
Exhibitor;Nanjing Mengfu Hydraulic Machinery Co., Ltd.;China;211200;Nanjing;;;http://www.mf888.cn;"Hall 13, Stand G20";https://www.hannovermesse.de/exhibitor/nanjing-mengfu-hydraulic-machinery/N1608444;
Exhibitor;Nanodevice Technologies, Inc.;Canada;;Scarborough M1V 5L6;;;http://www.nanodevicetech.com;"Hall 14, Stand J06";https://www.hannovermesse.de/exhibitor/nanodevice-technologies/N1570989;
Exhibitor;Nanoprecise Sci Corp.;Canada;;Edmonton T6N 1G1;;;http://www.nanoprecise.io;"Hall 27, Stand A12";https://www.hannovermesse.de/exhibitor/nanoprecise-sci/N1545844;
Exhibitor;NanoSen GmbH;Germany;09126;Chemnitz;Saxony;;http://www.nanosen.de;"Hall 16, Stand F15, (9)";https://www.hannovermesse.de/exhibitor/nanosen/N1573758;
Exhibitor;Nanoterra Ltda.;Brazil;74010-010;Goiania GO;;;https://nanoterra.co;"Hall 11, Stand D55";https://www.hannovermesse.de/exhibitor/nanoterra/N1608670;
Exhibitor;Nantong Zhonglong Hydraulic Co., Ltd.;China;226152;Nantong;;;http://www.nt-zonglong.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/nantong-zhonglong-hydraulic/N1544637;
Exhibitor;Nantong Zhuoyue Accurate Fittings Co., Ltd.;China;226600;Nantong;;;http://www.sellspring.cn;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/nantong-zhuoyue-accurate-fittings/N1572374;
Exhibitor;Nanyang Explosion-Proof (Suzhou) Special Equipment Co., Ltd.;China;215000;Suzhou;;;http://www.cexmotor.com;"Hall 13, Stand F09/1";https://www.hannovermesse.de/exhibitor/nanyang-explosion-proof-suzhou-/N1608671;
Exhibitor;Nanyang Meibao Environmental Protection Equipment Co., Ltd.;China;474350;Nanyang;;;https://www.meibao88.cn;"Hall 13, Stand F37";https://www.hannovermesse.de/exhibitor/nanyang-meibao-environmental-protection/N1574131;
Exhibitor;NARA DRIVE CO.,LTD.;Korea, Republic of;46717;Busan;;;http://www.naradrive.com/en;"Hall 26, Stand C41";https://www.hannovermesse.de/exhibitor/nara-drive/N1610962;
Exhibitor;Nara Egitim Teknolojileri AS;Türkiye;17100;Merkez;;;https://www.nara.com.tr;"Hall 14, Stand L27, (2)";https://www.hannovermesse.de/exhibitor/nara-egitim-teknolojileri/N1612428;
Exhibitor;Narayan Powertech Pvt. Ltd.;India;;Padra 391440;;;http://www.narayanpowertech.com;"Hall 12, Stand C01";https://www.hannovermesse.de/exhibitor/narayan-powertech/N1480395;
Exhibitor;NBG Innovations Group Pte. Ltd.;Singapore;079903;Singapore;;;;"Hall 13, Stand A49";https://www.hannovermesse.de/exhibitor/nbg-innovations-group/N1605521;
Exhibitor;Nebius B.V.;Netherlands;1082 ME;Amsterdam;;;http://www.nebius.com;"Hall 16, Stand A18/2";https://www.hannovermesse.de/exhibitor/nebius/N1612704;
Exhibitor;NEDO New Energy and Industrial Technology Development Organization;Japan;;Kawasaki City 212-8554;;;https://www.nedo.go.jp/;"Hall 13, Stand E21";https://www.hannovermesse.de/exhibitor/nedo-new-energy-and-industrial/N1606880;
Exhibitor;Neff Gewindetriebe GmbH;Germany;71093;Weil im Schönbuch;Baden-Wurttemberg;;http://www.neff-gewindetriebe.de;"Hall 13, Stand A31";https://www.hannovermesse.de/exhibitor/neff-gewindetriebe/F224377;
Exhibitor;Nemo GmbH;Germany;67685;Weilerbach;;;https://www.nemo-ai.com;"Hall 15, Stand D14";https://www.hannovermesse.de/exhibitor/nemo/N1612429;
Exhibitor;Neoception GmbH;Germany;68219;Mannheim;Baden-Wurttemberg;;https://www.neoception.com;"Hall 27, Stand D38";https://www.hannovermesse.de/exhibitor/neoception/N1514637;
Exhibitor;psps business abroad b.v.;Netherlands;2514 AE;Den Haag;;;http://www.psps-ba.nl;"Hall 13, Stand A34";https://www.hannovermesse.de/exhibitor/nl-pavilion/N1574843;
Exhibitor;NetPlans GmbH;Germany;76275;Ettlingen;Baden-Wurttemberg;;http://www.netplans.de;"Hall 17, Stand H15";https://www.hannovermesse.de/exhibitor/netplans/N1614283;
Exhibitor;Netzwerk Smart Industries e.V.;Germany;68159;Mannheim;Baden-Wurttemberg;;http://www.smart.industries;"Hall 14, Stand J40";https://www.hannovermesse.de/exhibitor/netzwerk-smart-industries/N1482285;
Exhibitor;Niedersächsische Staatskanzlei;Germany;30169;Hannover;Lower Saxony;;http://www.stk.niedersachsen.de;"Hall 12, Stand E90";https://www.hannovermesse.de/exhibitor/net-zero-valleys-nw-deutschland/N1612650;
Exhibitor;Neuenhauser Gruppe SE & Co. KGaA;Germany;49828;Neuenhaus;Lower Saxony;;https://www.neuenhauser-gruppe.de/;"Hall 26, Stand E98, (35)";https://www.hannovermesse.de/exhibitor/neuenhauser-gruppe/N1612279;
Exhibitor;Neuman & Esser Engenharia e Solucoes Ltda;Brazil;30390-080;Belo Horizonte MG;;;https://www.neuman-esser.com;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/neuman-esser-engenharia-e-solucoes/N1608725;
Exhibitor;Hochschule Bielefeld;Germany;33619;Bielefeld;North Rhine-Westphalia;;https://www.hsbi.de;"Hall 11, Stand E46";https://www.hannovermesse.de/exhibitor/neurolana/N1609340;
Exhibitor;Neuron Embedded GmbH;Germany;57223;Kreuztal;North Rhine-Westphalia;;http://www.neuron-automation.eu;"Hall 27, Stand G59";https://www.hannovermesse.de/exhibitor/neuron-embedded/N1611501;
Exhibitor;NeuronSW SE;Czech Republic;147 00;Prague 4;;;https://www.neuronsw.com;"Hall 26, Stand G84";https://www.hannovermesse.de/exhibitor/neuronsw/N1611134;
Exhibitor;New Mexico Partnership;United States of America;;Albuquerque, NM 87110;;;http://www.nmpartnership.com;"Hall 16, Stand F09";https://www.hannovermesse.de/exhibitor/new-mexico-partnership/N1612901;
Exhibitor;Newonder Special Electric Co., Ltd.;China;100020;Beijing;;;https://www.xinhuadu.com.cn;"Hall 12, Stand A42";https://www.hannovermesse.de/exhibitor/newonder-special/N1606986;
Exhibitor;Nextcloud GmbH;Germany;70192;Stuttgart;Baden-Wurttemberg;;https://nextcloud.com;"Hall 17, Stand H15";https://www.hannovermesse.de/exhibitor/nextcloud/N1613897;
Exhibitor;Nextwave Inc;Korea, Republic of;34134;Daejeon;;;https://prizm.io;"Hall 16, Stand A01/1";https://www.hannovermesse.de/exhibitor/nextwave/N1573733;
Exhibitor;Nichibo Motor (Shenzhen) Co., Ltd.;China;518107;Shenzhen;;;;"Hall 13, Stand A73";https://www.hannovermesse.de/exhibitor/nichibo-motor-shenzhen-/N1605525;
Exhibitor;Nidec DESCH Antriebstechik GmbH & Co. KG;Germany;59759;Arnsberg;North Rhine-Westphalia;;https://www.desch.com;"Hall 26, Stand E98, (34)";https://www.hannovermesse.de/exhibitor/nidec-desch-antriebstechik/N1611202;
Exhibitor;Nidex Technology s. r. o.;Slovakia;949 01;Nitra;;;http://www.nidextechnology.com;"Hall 26, Stand E16";https://www.hannovermesse.de/exhibitor/nidex-technology/N1613477;
Exhibitor;Niedersächsisches Ministerium für Wissenschaft und Kultur;Germany;30169;Hannover;Lower Saxony;;http://www.mwk.niedersachsen.de;"Hall 11, Stand B56";https://www.hannovermesse.de/exhibitor/nds-ministerium-fur-wissenschaft/N1507470;
Exhibitor;Niedersachsen.next GmbH;Germany;30175;Hannover;Lower Saxony;;https://niedersachsen-next.de;"Hall 15, Stand A14";https://www.hannovermesse.de/exhibitor/niedersachsen-next/N1458471;
Exhibitor;Niedersachsen.next GmbH;Germany;30175;Hannover;Lower Saxony;;http://niedersachsen-next.de;"Hall 11, Stand E44";https://www.hannovermesse.de/exhibitor/niedersachsen-next-startup/N1487144;
Exhibitor;NimbleOps N.V.;Belgium;9000;Gent;;;https://www.hivecpq.com;"Hall 16, Stand A17/1";https://www.hannovermesse.de/exhibitor/nimbleops/N1605526;
Exhibitor;Nine Chapters (Zhejiang) Technology Co., Ltd.;China;311121;Hangzhou;;;http://www.ninedata.cloud;"Hall 16, Stand D16";https://www.hannovermesse.de/exhibitor/nine-chapters-zhejiang-technology/N1610107;
Exhibitor;Ningbo Acei Screw Plug Inc;China;315500;Ningbo;;;http://www.screw-plug.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/ningbo-acei-screw-plug/N1520996;
Exhibitor;Ningbo Anchor Fasteners Industrial Co., Ltd.;China;315410;Ningbo;;;http://www.china-anchor.com;"Hall 17, Stand F70";https://www.hannovermesse.de/exhibitor/ningbo-anchor-fasteners-industrial/N1514422;
Exhibitor;Ningbo Bestway Magnet Co., Ltd.;China;315504;Fenghua;;;http://bwmagnets.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/ningbo-bestway-magnet/N1572620;
Exhibitor;Ningbo Boos Bearing Machinery Co., Ltd.;China;315204;Ningbo;;;http://www.boos-bearings.com;"Hall 26, Stand B22";https://www.hannovermesse.de/exhibitor/ningbo-boos-bearing-machinery/N1605527;
Exhibitor;Ningbo Brando Hardware Co.,Ltd.;China;315153;Ningbo;;;http://www.brandopneumatic.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-brando-hardware/N1606481;
Exhibitor;Ningbo ERIC Fluid Connection Co., Ltd.;China;315410;Ningbo;;;http://www.nberic.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/ningbo-eric-fluid-connection/N1606734;
Exhibitor;Ningbo Hansheng Machinery Parts Co., Ltd.;China;315135;Ningbo;;;http://www.nbyifei.com;"Hall 17, Stand A76";https://www.hannovermesse.de/exhibitor/ningbo-hansheng-machinery-parts/N1541304;
Exhibitor;Ningbo Huabiao Machinery Manufacturing Co., Ltd.;China;315327;Ningbo;;;http://www.chinahuabiao.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-huabiao-machinery/N1542034;
Exhibitor;Ningbo Jeeao Choy New Materials Co., Ltd.;China;315000;Ningbo;;;http://www.jeeao.com;"Hall 26, Stand B08";https://www.hannovermesse.de/exhibitor/ningbo-jeeao-choy-new-materials/N1607674;
Exhibitor;Ningbo Jinghai Machinery Co.,Ltd.;China;315191;Ningbo;;;http://www.china-jinghai.com;"Hall 17, Stand E85";https://www.hannovermesse.de/exhibitor/ningbo-jinghai-machinery/N1611841;
Exhibitor;Ningbo Junda Airarrow Co.,Ltd;China;315806;Ningbo;;;http://www.pneumaticfilter.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/ningbo-junda-airarrow/N1606536;
Exhibitor;Ningbo Jinyi Pneumatic Tech Co.,Ltd;China;315800;Ningbo;;;http://www.junyiptools.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/ningbo-junyi-pneumatic-tech/N1607569;
Exhibitor;Ningbo Kesheng Shaft Industry Co., Ltd.;China;315561;Ningbo;;;http://www.ksprecisionshaft.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-kesheng-shaft-industry/N1606482;
Exhibitor;Ningbo Kiteson Precision Machinery Co., Ltd.;China;315400;Ningbo;;;http://www.nbttyy.com;"Hall 17, Stand E85";https://www.hannovermesse.de/exhibitor/ningbo-kiteson-precision/N1611842;
Exhibitor;Ningbo Lanhai Quantum Precision Bearing Manufacturing Co., Ltd;China;315318;Ningbo;;;https://www.gjlb.cc;"Hall 17, Stand D82";https://www.hannovermesse.de/exhibitor/ningbo-lanhai-quantum-precision/N1613012;
Exhibitor;Ningbo Lianrun Fluid Machinery Manufacturing Co., Ltd.;China;315806;Ningbo;;;http://www.lianrun-hydraulics.com;"Hall 13, Stand G09";https://www.hannovermesse.de/exhibitor/ningbo-lianrun-fluid-machinery/N1605529;
Exhibitor;Ningbo Longteng Machinery Manufacturing Co., Ltd.;China;315000;Ningbo;;;http://www.youngyearnb.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-longteng-machinery-manufacturing/N1608993;
Exhibitor;Ningbo Micro Precision Machining Manufacturing Co., Ltd.;China;315511;Ningbo;;;http://www.microshafts.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-micro-precision-machining/N1577498;
Exhibitor;Ningbo MingYuan Hongda Automation Co., Ltd.;China;315502;Ningbo;;;http://www.mingyuanqd.com;"Hall 13, Stand G52";https://www.hannovermesse.de/exhibitor/ningbo-mingyuan-hongda-automation/N1569769;
Exhibitor;Ningbo NPPC Machinery Co., Ltd.;China;315000;Ningbo;;;http://www.enxi-pneumatic.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/ningbo-nppc-machinery/N1610496;
Exhibitor;Ningbo Safer Electric Co., Ltd.;China;315400;Yuyao;;;http://www.safer-ex.com;"Hall 12, Stand G41";https://www.hannovermesse.de/exhibitor/ningbo-safer-electric/N1606881;
Exhibitor;Ningbo Shelley Machinery Co. Ltd.;China;315103;Ningbo;;;http://www.shelleymachinery.com.cn;"Hall 17, Stand F86";https://www.hannovermesse.de/exhibitor/ningbo-shelley-machinery/N1572376;
Exhibitor;Ningbo Thingshine Metal Products Co.,Ltd;China;315181;Ningbo;;;http://www.thingshine-metal.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-thingshine-metal-products/N1607757;
Exhibitor;Ningbo Union Imp. & Exp. Co., Ltd.;China;315010;Ningbo;;;http://www.uni-machinery.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-union-imp-exp-/N1606561;
Exhibitor;Ningbo Weide Instruments Co., Ltd.;China;315301;Ningbo;;;https://www.weidegauge.cn;"Hall 23, Stand A87";https://www.hannovermesse.de/exhibitor/ningbo-weide-instruments/N1570993;
Exhibitor;Ningbo Wewin Magnet Co., Ltd.;China;315204;Ningbo;;;http://www.magnetictoolfactory.com;"Hall 17, Stand A77";https://www.hannovermesse.de/exhibitor/ningbo-wewin-magnet/N1614387;
Exhibitor;Ningbo Yokey Precision Technology Co., Ltd.;China;315400;Ningbo;;;http://www.yokeytek.com;"Hall 13, Stand F12";https://www.hannovermesse.de/exhibitor/ningbo-yokey-precision-technology/N1574797;
Exhibitor;Ningbo Yongshock Precision Machinery Co.,Ltd.;China;315100;Ningbo;;;http://www.yongshock.cn;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-yongshock-precision-machinery/N1606483;
Exhibitor;Ningbo ZhaoShun Machinery Co., Ltd.;China;315040;Ningbo;;;http://www.zhaoshunmachinery.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/ningbo-zhaoshun-machinery/N1569609;
Exhibitor;Ningbo ZhongKai Enclosure Co., Ltd.;China;315000;Ningbo;;;http://www.nb-zhongkai.com;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/ningbo-zhongkai-enclosure/N1572835;
Exhibitor;Ningbo Zhouchi Vehicle Industry Co., Ltd.;China;315145;Ningbo;;;https://www.zhouchi.net;"Hall 17, Stand F75";https://www.hannovermesse.de/exhibitor/ningbo-zhouchi-vehicle-industry/N1605530;
Exhibitor;Ningbo Zhouhong Automation Technology Co., Ltd.;China;315331;Ningbo;;;http://www.nb-tucoo.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/ningbo-zhouhong-automation-technology/N1608584;
Exhibitor;Ning Fan Bearing Co., Ltd.;China;317300;Taizhou;;;http://www.ningfan.com;"Hall 26, Stand B29";https://www.hannovermesse.de/exhibitor/ning-fan-bearing/N1538859;
Exhibitor;Nitto Chemical Industry Co., Ltd.;Japan;;Osaka 545-0022;;;http://www.nitto-kasei.co.jp;"Hall 17, Stand E09";https://www.hannovermesse.de/exhibitor/nitto-chemical-industry/N1567585;
Exhibitor;Njk Oil Seal Corp.;;;;;;;"Hall 17, Stand B02, (11)";https://www.hannovermesse.de/exhibitor/njk-oil-seal-corp/N1607398;
Exhibitor;Noctiluca S.A.;Poland;87-100;Toru?;;;http://www.noctiluca.eu;"Hall 11, Stand B35";https://www.hannovermesse.de/exhibitor/noctiluca/N1613708;
Exhibitor;Nokia Oyj;Finland;02610;Espoo;;;http://www.nokia.com;"Hall 26, Stand G06, (12)";https://www.hannovermesse.de/exhibitor/nokia/N1612873;
Exhibitor;Nokia Solutions and Networks Oy;Finland;02610;Espoo;;;https://www.nokia.com;"Hall 14, Stand J54";https://www.hannovermesse.de/exhibitor/nokia-solutions/N1547633;
Exhibitor;Nomios Germany GmbH;Germany;44269;Dortmund;North Rhine-Westphalia;;https://www.nomios.de;"Hall 26, Stand F29";https://www.hannovermesse.de/exhibitor/nomios-germany/N1605531;
Exhibitor;Nordalp GmbH;Germany;83395;Freilassing;Bavaria;;https://www.nordalp.com;"Hall 27, Stand F09";https://www.hannovermesse.de/exhibitor/nordalp/N1538644;
Exhibitor;NORIS-IB GmbH;Germany;90411;Nürnberg;Bavaria;;https://www.noris-ib.de;"Hall 15, Stand D36";https://www.hannovermesse.de/exhibitor/noris-ib/N1605532;
Exhibitor;Norpoo Electronics S.L.;Spain;26540;Alfaro;;;http://www.norpoo.com;"Hall 12, Stand C97";https://www.hannovermesse.de/exhibitor/norpoo-electronics/N1537137;
Exhibitor;Northwave Deutschland GmbH;Germany;04103;Leipzig;Saxony;;http://www.northwave-security.com;"Hall 26, Stand F06, (18)";https://www.hannovermesse.de/exhibitor/northwave-deutschland/N1615070;
Exhibitor;Novalnet AG;Germany;85748;Garching;Bavaria;;http://www.novalnet.de;"Hall 15, Stand G39";https://www.hannovermesse.de/exhibitor/novalnet/N1605533;
Exhibitor;Nova Werke AG;Switzerland;8307;Effretikon;;;https://www.novaswiss.com;"Hall 11, Stand C10";https://www.hannovermesse.de/exhibitor/nova-werke/N1480289;
Exhibitor;NovaX Robotics GmbH;Germany;40549;Düsseldorf;North Rhine-Westphalia;;;"Hall 11, Stand E61";https://www.hannovermesse.de/exhibitor/novax-robotics/N1613991;
Exhibitor;NOVAZOON GmbH;Germany;76133;Karlsruhe;Baden-Wurttemberg;;https://www.novazoon.de;"Hall 14, Stand J40";https://www.hannovermesse.de/exhibitor/novazoon/N1606721;
Exhibitor;NOVUS Automation Inc.;Brazil;92442-000;Canoas RS;;;https://www.novusautomation.com;"Hall 27, Stand B18";https://www.hannovermesse.de/exhibitor/novus-automation/N1608673;
Exhibitor;Novus - Produtos Eletronicos Ltda;Brazil;92442-000;Canoas;;;;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/novus-produtos-eletronicos/N1608995;
Exhibitor;Noya Dijital Dönüsüm Teknolojileri A.S.;Türkiye;34408;Kagithane;;;http://www.noyatech.com;"Hall 14, Stand L27, (9)";https://www.hannovermesse.de/exhibitor/noya-dijital-donusum-tekno-/N1512596;
Exhibitor;Nozomi Networks Sagl;Switzerland;6850;Mendrisio;;;http://www.nozominetworks.com;"Hall 26, Stand F30";https://www.hannovermesse.de/exhibitor/nozomi-networks/N1613585;
Exhibitor;NRW.Energy4Climate GmbH;Germany;40472;Düsseldorf;North Rhine-Westphalia;;http://www.energy4climate.nrw;"Hall 11, Stand E21/2";https://www.hannovermesse.de/exhibitor/nrw-energy4climate/N1520281;
Exhibitor;NRW.Global Business GmbH;Germany;40219;Düsseldorf;North Rhine-Westphalia;;https://www.rheinisches-revier.com/;"Hall 13, Stand C14";https://www.hannovermesse.de/exhibitor/nrw-global-business/N1605920;
Exhibitor;NTEK System Co., Ltd.;Korea, Republic of;17084;Yongin-si;;;https://www.nteksys.com;"Hall 27, Stand H71";https://www.hannovermesse.de/exhibitor/ntek-system/N1610646;
Exhibitor;NTT DATA Business Solutions AG;Germany;33605;Bielefeld;North Rhine-Westphalia;;https://nttdata-solutions.com/de;"Hall 15, Stand A18/9";https://www.hannovermesse.de/exhibitor/ntt-data-business-solutions/N1608224;
Exhibitor;NTT DATA Business Solutions AG;Germany;33605;Bielefeld;North Rhine-Westphalia;;https://nttdata-solutions.com/de;Convention Center (CC);https://www.hannovermesse.de/exhibitor/ntt-data-business-solutions/N1573302;
Exhibitor;NTT DATA Group Corporation;Japan;;Tokyo 135-6033;;;http://www.nttdata.co.jp;"Hall 13, Stand E21";https://www.hannovermesse.de/exhibitor/ntt-data-group/N1613084;
Exhibitor;Nufast Logistics Co., Ltd.;Taiwan;820110;Kaohsiung City;;;https://nufast.en.taiwantrade.com/;"Hall 17, Stand B02, (5)";https://www.hannovermesse.de/exhibitor/nufast/N1607399;
